Proxy Path Suffix,Date Time,Sum of Traffic
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 02:44:00+0000,0
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 02:48:00+0000,0
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 02:49:00+0000,0
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 02:50:00+0000,0
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 02:51:00+0000,0
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 02:52:00+0000,0
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 02:53:00+0000,0
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 02:56:00+0000,0
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 02:57:00+0000,0
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 02:59:00+0000,0
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 03:12:00+0000,0
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 03:13:00+0000,9
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 03:19:00+0000,0
/fad0a11a-e872-11e4-b0c2-ff8f09ea3f28,2015-04-26 03:20:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:26:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:30:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:31:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:33:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:39:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:40:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:42:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:43:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:44:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:48:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:49:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:50:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:51:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:52:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:53:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:56:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:57:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 02:59:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 03:12:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 03:13:00+0000,7
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 03:19:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7reviews=true,2015-04-26 03:20:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:26:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:30:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:31:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:33:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:39:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:40:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:42:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:43:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:44:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:48:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:49:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:50:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:51:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:52:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:53:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:56:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:57:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 02:59:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 03:12:00+0000,1
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 03:13:00+0000,5
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 03:19:00+0000,0
/c05f49ea-e085-11e4-b78a-67211b257544,2015-04-26 03:20:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:26:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:30:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:31:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:33:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:39:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:40:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:42:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:43:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:44:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:48:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:49:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:50:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:51:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:52:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:53:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:56:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:57:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 02:59:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 03:12:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 03:13:00+0000,4
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 03:19:00+0000,0
/a143d9ba-e088-11e4-b1cc-25bada8f52f7,2015-04-26 03:20:00+0000,0
(not set),2015-04-26 02:26:00+0000,1
(not set),2015-04-26 02:30:00+0000,0
(not set),2015-04-26 02:31:00+0000,0
(not set),2015-04-26 02:33:00+0000,0
(not set),2015-04-26 02:39:00+0000,0
(not set),2015-04-26 02:40:00+0000,0
(not set),2015-04-26 02:42:00+0000,0
(not set),2015-04-26 02:43:00+0000,0
(not set),2015-04-26 02:44:00+0000,0
(not set),2015-04-26 02:48:00+0000,1
(not set),2015-04-26 02:49:00+0000,0
(not set),2015-04-26 02:50:00+0000,0
(not set),2015-04-26 02:51:00+0000,0
(not set),2015-04-26 02:52:00+0000,0
(not set),2015-04-26 02:53:00+0000,0
(not set),2015-04-26 02:56:00+0000,0
(not set),2015-04-26 02:57:00+0000,0
(not set),2015-04-26 02:59:00+0000,0
(not set),2015-04-26 03:12:00+0000,0
(not set),2015-04-26 03:13:00+0000,0
(not set),2015-04-26 03:19:00+0000,0
(not set),2015-04-26 03:20:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:26:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:30:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:31:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:33:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:39:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:40:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:42:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:43:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:44:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:48:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:49:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:50:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:51:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:52:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:53:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:56:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:57:00+0000,1
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 02:59:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 03:12:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 03:13:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 03:19:00+0000,0
/7a54134a-e085-11e4-a7cf-4d5c945f571,2015-04-26 03:20:00+0000,1
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:26:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:30:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:31:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:33:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:39:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:40:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:42:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:43:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:44:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:48:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:49:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:50:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:51:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:52:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:53:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:56:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:57:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 02:59:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 03:12:00+0000,1
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 03:13:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 03:19:00+0000,0
/92b90a3a-e085-11e4-b035-f5f03ac8c5b9,2015-04-26 03:20:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:26:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:30:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:31:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:33:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:39:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:40:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:42:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:43:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:44:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:48:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:49:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:50:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:51:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:52:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:53:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:56:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:57:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 02:59:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 03:12:00+0000,1
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 03:13:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 03:19:00+0000,0
/56163eba-e088-11e4-a5e7-677ec949dcb9,2015-04-26 03:20:00+0000,0
